,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,average_model,optimal_clustering
0,0.41813627254509017,0.5773046092184368,0.5889779559118237,0.6193386773547094,0.6193386773547094,0.5942885771543086,0.6119739478957916,0.6088677354709419,0.5793587174348698,0.5987474949899799,0.5990981963927856,0.5990981963927856,0.5990981963927856,0.41813627254509017,0.41813627254509017,0.41813627254509017,0.41813627254509017,0.41813627254509017,0.5814629258517034,0.594689378757515,0.6228456913827656,0.625751503006012,0.6284569138276553,0.619438877755511,0.6082164328657315,0.41813627254509017,0.5990981963927856,0.6447895791583166,0.6304108216432865,0.6304108216432865,0.6304108216432865,0.6015531062124249,0.6201402805611222,0.5576152304609219,0.5990981963927856,0.5266533066132264,0.494689378757515,0.5035070140280561,0.5147795591182365,0.5088176352705411,0.5076653306613227,0.5869720923328138,0.6447895791583166
1,0.4467935871743487,0.5689879759519038,0.603306613226453,0.601503006012024,0.5743486973947896,0.5451402805611223,0.5434869739478958,0.5920841683366733,0.5486973947895791,0.6138276553106212,0.6138276553106212,0.6138276553106212,0.6138276553106212,0.4467935871743487,0.4467935871743487,0.4467935871743487,0.4467935871743487,0.4467935871743487,0.5664328657314629,0.6110721442885771,0.6023547094188377,0.5900300601202405,0.624248496993988,0.5861723446893787,0.6168837675350701,0.4467935871743487,0.6138276553106212,0.6138276553106212,0.6138276553106212,0.6325150300601202,0.5970440881763527,0.5970440881763527,0.5970440881763527,0.5814629258517034,0.6138276553106212,0.48597194388777554,0.498496993987976,0.4970941883767535,0.4851202404809619,0.4918837675350701,0.5077655310621243,0.5768722630446076,0.6325150300601202
2,0.4461422845691383,0.5990981963927856,0.6236973947895792,0.6106713426853707,0.5902304609218437,0.5927354709418837,0.5897294589178357,0.6026553106212424,0.5941382765531062,0.620190380761523,0.620190380761523,0.620190380761523,0.620190380761523,0.4461422845691383,0.4461422845691383,0.4461422845691383,0.4461422845691383,0.4461422845691383,0.5980460921843688,0.627254509018036,0.6187374749498998,0.6154308617234469,0.6345190380761523,0.5893286573146292,0.6135270541082164,0.4461422845691383,0.620190380761523,0.620190380761523,0.620190380761523,0.6284569138276553,0.6027054108216433,0.6027054108216433,0.6027054108216433,0.6045591182364729,0.620190380761523,0.5125751503006012,0.5024549098196393,0.5041583166332665,0.5182364729458918,0.5032565130260521,0.51062124248497,0.5911155644622578,0.6345190380761523
3,0.44799599198396794,0.5882264529058117,0.61062124248497,0.6116733466933868,0.5975450901803607,0.5853206412825651,0.5882765531062124,0.6034068136272545,0.5592184368737475,0.619438877755511,0.619438877755511,0.619438877755511,0.619438877755511,0.44799599198396794,0.44799599198396794,0.44799599198396794,0.44799599198396794,0.44799599198396794,0.5871743486973948,0.6049599198396793,0.5922845691382765,0.5575150300601203,0.6037074148296593,0.6171342685370741,0.589128256513026,0.44799599198396794,0.619438877755511,0.619438877755511,0.619438877755511,0.5975450901803607,0.604058116232465,0.604058116232465,0.604058116232465,0.5726452905811623,0.619438877755511,0.524749498997996,0.5128256513026052,0.5029058116232465,0.5126753507014028,0.49529058116232466,0.4971442885771543,0.5814926148593484,0.619438877755511
4,0.4477955911823647,0.5848196392785571,0.6120240480961924,0.6152805611222445,0.5975450901803607,0.5857214428857715,0.5880761523046092,0.6059118236472946,0.5291583166332665,0.6113226452905811,0.6113226452905811,0.6113226452905811,0.6113226452905811,0.4477955911823647,0.4477955911823647,0.4477955911823647,0.4477955911823647,0.4477955911823647,0.5837675350701402,0.6057615230460922,0.5971943887775552,0.5756513026052105,0.6051102204408818,0.6171342685370741,0.5901302605210421,0.4477955911823647,0.6113226452905811,0.6113226452905811,0.6113226452905811,0.5974448897795591,0.6051603206412826,0.6051603206412826,0.6051603206412826,0.5676352705410822,0.6113226452905811,0.4748496993987976,0.512124248496994,0.49448897795591185,0.5095691382765531,0.5009018036072145,0.49804609218436874,0.5800935203740815,0.6171342685370741
5,0.425,0.5740480961923847,0.6162825651302605,0.6230961923847695,0.5864228456913828,0.6066633266533066,0.6046593186372745,0.5979458917835672,0.5494488977955911,0.5959919839679358,0.5963426853707415,0.5963426853707415,0.5963426853707415,0.425,0.425,0.425,0.425,0.425,0.5700901803607215,0.6102204408817635,0.6170340681362726,0.607314629258517,0.6215931863727455,0.6155811623246493,0.598496993987976,0.425,0.5963426853707415,0.593937875751503,0.6046092184368738,0.6046092184368738,0.6046092184368738,0.6064128256513026,0.6052104208416834,0.5860220440881764,0.5963426853707415,0.5135771543086173,0.5088677354709419,0.4941382765531062,0.5091182364729459,0.5019539078156313,0.5161322645290581,0.5804442217768871,0.6230961923847695
6,0.44438877755511025,0.5973446893787575,0.5848697394789579,0.5773547094188377,0.5889779559118237,0.5892785571142285,0.5853206412825651,0.582064128256513,0.594689378757515,0.6133266533066132,0.6133266533066132,0.6133266533066132,0.6133266533066132,0.44438877755511025,0.44438877755511025,0.44438877755511025,0.44438877755511025,0.44438877755511025,0.5975951903807615,0.5843186372745491,0.5614228456913828,0.5595190380761523,0.6108216432865732,0.603306613226453,0.5899298597194389,0.44438877755511025,0.6133266533066132,0.6133266533066132,0.6133266533066132,0.6019539078156313,0.6177855711422846,0.6177855711422846,0.6177855711422846,0.5949899799599199,0.6133266533066132,0.48857715430861726,0.494689378757515,0.4990981963927856,0.517685370741483,0.4917835671342685,0.49804609218436874,0.5793921175684703,0.6177855711422846
7,0.4468937875751503,0.5209919839679359,0.5567134268537074,0.569689378757515,0.5619238476953908,0.5734969939879759,0.5728456913827655,0.5817635270541082,0.5689879759519038,0.6204408817635271,0.6204408817635271,0.6204408817635271,0.6204408817635271,0.4468937875751503,0.4468937875751503,0.4468937875751503,0.4468937875751503,0.4468937875751503,0.5232464929859719,0.517685370741483,0.5714428857715431,0.5783567134268537,0.585370741482966,0.5975951903807615,0.5885270541082165,0.4468937875751503,0.6204408817635271,0.6204408817635271,0.6204408817635271,0.6237975951903808,0.6146793587174348,0.6146793587174348,0.6146793587174348,0.4797595190380762,0.6204408817635271,0.4767535070140281,0.48927855711422846,0.49899799599198397,0.4888276553106212,0.5011022044088176,0.5005511022044088,0.5643954575818303,0.6237975951903808
8,0.41678356713426856,0.5688376753507014,0.5723947895791583,0.6208416833667335,0.6165330661322646,0.6082665330661323,0.6167334669338678,0.6144789579158316,0.5720440881763527,0.6039078156312625,0.6034569138276553,0.6034569138276553,0.6034569138276553,0.41678356713426856,0.41678356713426856,0.41678356713426856,0.41678356713426856,0.41678356713426856,0.5617735470941884,0.5715931863727455,0.6099198396793587,0.6127254509018036,0.6348196392785571,0.6140280561122244,0.6197895791583167,0.41678356713426856,0.6034569138276553,0.5973446893787575,0.6443386773547094,0.6443386773547094,0.6443386773547094,0.6162825651302605,0.6196893787575151,0.5718937875751503,0.6034569138276553,0.5141783567134268,0.5017535070140281,0.5024549098196393,0.5130260521042084,0.5054609218436874,0.504308617234469,0.5855655755956357,0.6443386773547094
9,0.4184869739478958,0.5682364729458917,0.5698897795591182,0.6182364729458918,0.6143286573146293,0.6061623246492986,0.614128256513026,0.6127755511022044,0.5698396793587175,0.5990981963927856,0.5985470941883767,0.5985470941883767,0.5985470941883767,0.4184869739478958,0.4184869739478958,0.4184869739478958,0.4184869739478958,0.4184869739478958,0.5610721442885771,0.5690881763527054,0.6083166332665331,0.6099198396793587,0.6319138276553106,0.6122244488977956,0.6170841683366733,0.4184869739478958,0.5985470941883767,0.5918336673346694,0.6422344689378757,0.6422344689378757,0.6422344689378757,0.613376753507014,0.6175851703406814,0.5719939879759519,0.5985470941883767,0.4851202404809619,0.4947394789579158,0.5051603206412826,0.4843687374749499,0.5059619238476953,0.5021042084168337,0.5836023899651155,0.6422344689378757
