,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,average_model,optimal_clustering
0,0.4663713391695672,0.6238090215518757,0.640122349963084,0.6377316035579932,0.625285659037373,0.6093239109798545,0.6198010055198115,0.5877368772632985,0.5762753577330099,0.6419505678022712,0.6419505678022712,0.6419505678022712,0.6419505678022712,0.4663713391695672,0.4663713391695672,0.4663713391695672,0.4663713391695672,0.4663713391695672,0.6285905143620575,0.6430756249340787,0.5806349541187639,0.6306296804134585,0.6041908378159828,0.5749393523889885,0.6044017860281967,0.4663713391695672,0.6419505678022712,0.6419505678022712,0.6108708645360897,0.6108708645360897,0.6221917519249024,0.6221917519249024,0.6021516717645818,0.6277467215132019,0.6419505678022712,0.5018106388215027,0.503146644165524,0.49864641563829415,0.5085609816123475,0.5084203494708716,0.49752135850648666,0.49611503709172733,0.5030763280947861,0.49449776746475405,0.4933727103329466,0.5139753190591709,0.5153816404739303,0.47720001406321416,0.49920894420419787,0.5068733959146363,0.503146644165524,0.49027880322047607,0.5008262138311711,0.5090531941075133,0.5198818690011602,0.5049748620047112,0.49576345673803746,0.5035685405899518,0.6002791808438189,0.6430756249340787
1,0.46334774812783464,0.6282389340083676,0.6228949126322821,0.620926062651619,0.6163555180536512,0.6149491966388918,0.6157226734170095,0.5901276236683894,0.5651654185564111,0.6390676089020145,0.6390676089020145,0.6390676089020145,0.6390676089020145,0.46334774812783464,0.46334774812783464,0.46334774812783464,0.46334774812783464,0.46334774812783464,0.6302781000597687,0.6306999964841965,0.6111521288190416,0.612558450233801,0.6115037091727314,0.5969482825299722,0.6114333931019934,0.46334774812783464,0.6390676089020145,0.6390676089020145,0.5905495200928172,0.5905495200928172,0.6205041662271912,0.6205041662271912,0.5797208451991702,0.6313328411208382,0.6390676089020145,0.49738072636501074,0.49899799599198397,0.49681819779910696,0.5054670744998769,0.4933023942622086,0.5058186548535668,0.5035685405899518,0.49456808353549203,0.4931617621207327,0.4921773371304011,0.5216397707696094,0.5205850297085399,0.4803642372464227,0.5016700066800267,0.49864641563829415,0.49780262278943854,0.4824737193685617,0.5006855816896951,0.4890834300179306,0.48366909257110713,0.5051858102169251,0.5044123334388074,0.5049748620047112,0.5970133900028777,0.6390676089020145
2,0.44467883134690434,0.44460851527616635,0.5535281088492775,0.5393945786309461,0.5616847730548817,0.599585135182646,0.5929754245332771,0.5929754245332771,0.5872798228035018,0.5908659424111381,0.591006574552614,0.591006574552614,0.591006574552614,0.44467883134690434,0.44467883134690434,0.44467883134690434,0.44467883134690434,0.44467883134690434,0.5493091446049995,0.578138733607566,0.591006574552614,0.6040150476391379,0.6029603065780684,0.6013430369510951,0.5791934746686355,0.44467883134690434,0.591006574552614,0.6085855922371058,0.6085855922371058,0.5988116584045283,0.5988116584045283,0.5906549941989242,0.5906549941989242,0.5445979678655557,0.591006574552614,0.49495482192455087,0.48982174876067924,0.49903315402735293,0.4991034700980909,0.49495482192455087,0.501002004008016,0.49045459339732095,0.4958689308441444,0.49340786836831557,0.49150933445839046,0.5155574306507752,0.5070491860914812,0.5066272896670534,0.4948141897830749,0.4981190451077594,0.49031396125584503,0.511760362830925,0.5025489575642513,0.4894701684069894,0.4858840487993531,0.5043068593327005,0.5014239004324438,0.496853355834476,0.5642500074873594,0.6085855922371058
3,0.45958583834335337,0.6171641528671378,0.6164609921597581,0.6262349259923355,0.6204690081918223,0.6121013957740041,0.5922019477551594,0.5922019477551594,0.5226593537953099,0.6313679991562071,0.6314383152269452,0.6314383152269452,0.6314383152269452,0.45958583834335337,0.45958583834335337,0.45958583834335337,0.45958583834335337,0.45958583834335337,0.6249692367190521,0.6021868297999508,0.6113982350666245,0.5521217874345181,0.6035931512147101,0.608234011883416,0.5604893998523363,0.45958583834335337,0.6314383152269452,0.6088668565200577,0.6088668565200577,0.6199767956966564,0.6199767956966564,0.6061948458320149,0.6061948458320149,0.6211721688992019,0.6314383152269452,0.4958689308441444,0.5029005379179411,0.5056428646767218,0.509580564638048,0.48961080054846534,0.5012832682909679,0.5050100200400801,0.4931266040853637,0.4995956825932567,0.5083148753647646,0.4828604577576205,0.47990718278662586,0.5133776324578982,0.4982596772492353,0.49172028267060436,0.5043771754034384,0.4869387898604226,0.507330450374433,0.509721196779524,0.48405583096016597,0.5047287557571283,0.50536160039377,0.4976268326125936,0.5887173958052557,0.6314383152269452
4,0.45083148753647645,0.6101677038287101,0.5918855254368386,0.6006750342790845,0.6142460359315122,0.6077769574236191,0.6132616109411806,0.5957529093274267,0.5939246914882397,0.6137538234363463,0.6137538234363463,0.6137538234363463,0.6137538234363463,0.45083148753647645,0.45083148753647645,0.45083148753647645,0.45083148753647645,0.45083148753647645,0.6110114966775657,0.5559540132897374,0.6242309179763035,0.6161445698414373,0.6089723306261646,0.6044721020989348,0.6089723306261646,0.45083148753647645,0.6137538234363463,0.6137538234363463,0.6241606019055655,0.6241606019055655,0.6089723306261646,0.6089723306261646,0.5839398094434483,0.6124881341630629,0.6137538234363463,0.49477903174770593,0.49794325493091446,0.498927679921246,0.4899272228667862,0.4895053264423584,0.4927398656963049,0.5030763280947861,0.5051858102169251,0.49766199064796257,0.5027247477410962,0.526632211792005,0.5122877333614597,0.48430193720774883,0.49027880322047607,0.4987167317090321,0.4826143515100376,0.513905002988433,0.49836515135534226,0.4928804978377808,0.48563794255177023,0.4944274513940161,0.49991210491157756,0.503146644165524,0.58940362856968,0.6242309179763035
5,0.45874204549449776,0.6279928277607847,0.6322117920050627,0.6092184368737475,0.6092887529444855,0.6076714833175122,0.5916394191892557,0.5916394191892557,0.5954364870091059,0.6355869634004851,0.6350244348345815,0.6350244348345815,0.6350244348345815,0.45874204549449776,0.45874204549449776,0.45874204549449776,0.45874204549449776,0.45874204549449776,0.6348134866223676,0.635797911612699,0.5943114298772985,0.6226488063846992,0.6083746440248919,0.6074605351052983,0.5720212354533629,0.45874204549449776,0.6350244348345815,0.59529585486763,0.59529585486763,0.6378370776641001,0.6378370776641001,0.5862250817424323,0.5862250817424323,0.6305945223780896,0.6350244348345815,0.5057834968181978,0.5002285272298984,0.4969236719052139,0.4944626094293851,0.5102134092746897,0.49474387371233697,0.5024786414935133,0.5069788700207433,0.4993144183103048,0.5116197306894491,0.4783602292303906,0.5161902752874169,0.5129557360334704,0.4984003093907112,0.5063460253841016,0.5102837253454277,0.5075413985866469,0.5122525753260908,0.49066554160953485,0.5166121717118447,0.5030411700594171,0.500931687937278,0.5036036986253208,0.594670823127737,0.6378370776641001
6,0.4426396652955033,0.5607706641352881,0.5405899518334916,0.5826389621347959,0.5602784516401224,0.6009211405266673,0.591076890623352,0.591076890623352,0.5939598495236086,0.6078121154589882,0.6080230636712021,0.6080230636712021,0.6080230636712021,0.4426396652955033,0.4426396652955033,0.4426396652955033,0.4426396652955033,0.4426396652955033,0.5720212354533629,0.571810287241149,0.6027493583658545,0.6078824315297261,0.6052807369124213,0.6025384101536406,0.5727947122314805,0.4426396652955033,0.6080230636712021,0.6177969975037795,0.6177969975037795,0.5999367155363359,0.5999367155363359,0.5884048799353092,0.5884048799353092,0.567591322996871,0.6080230636712021,0.5029005379179411,0.5030411700594171,0.4991737861688289,0.5005097915128502,0.5023380093520374,0.496853355834476,0.4939703969342193,0.5007910557958021,0.505220968252294,0.5051506521815561,0.4826495095454066,0.4891185880532996,0.5092993003550962,0.4959392469148824,0.4969236719052139,0.5050803361108182,0.4831417220405724,0.5033927504131069,0.5133776324578982,0.4853918363041873,0.5054319164645079,0.5023380093520374,0.4974158844003797,0.5733416150038869,0.6177969975037795
7,0.45705445979678655,0.49193123088281826,0.4950954540660268,0.5486762999683578,0.5484653517561439,0.5813029567907745,0.5813029567907745,0.5763105157683789,0.5514186267271385,0.5538093731322293,0.5538093731322293,0.5538093731322293,0.5538093731322293,0.45705445979678655,0.45705445979678655,0.45705445979678655,0.45705445979678655,0.45705445979678655,0.47758675245227294,0.49010301304363113,0.569560172977534,0.5583799177301972,0.584607812115459,0.5758886193439511,0.5839046514080793,0.45705445979678655,0.5538093731322293,0.5538093731322293,0.5838343353373413,0.5838343353373413,0.5822170657103681,0.5822170657103681,0.5763105157683789,0.4854621523749253,0.5538093731322293,0.5033927504131069,0.4971346201174278,0.496853355834476,0.49966599866399464,0.5027599057764652,0.5028302218472032,0.5050803361108182,0.4991737861688289,0.5007910557958021,0.5054319164645079,0.49903315402735293,0.5043068593327005,0.507330450374433,0.4974862004711177,0.49453292550012307,0.4959392469148824,0.4976971486833316,0.4981893611784973,0.4974862004711177,0.49094680589248674,0.49143901838765247,0.4975565165418556,0.5050803361108182,0.5422593074387891,0.584607812115459
8,0.4579334106810111,0.6252153429666351,0.6294343072109131,0.6105896002531379,0.6106599163238758,0.6093239109798545,0.5905495200928172,0.5905495200928172,0.5965263861055444,0.6322469500404317,0.6319656857574799,0.6319656857574799,0.6319656857574799,0.4579334106810111,0.4579334106810111,0.4579334106810111,0.4579334106810111,0.4579334106810111,0.6314734732623141,0.6323172661111697,0.5901276236683894,0.6211370108638329,0.6096754913335443,0.6088316984846887,0.5782442077136729,0.4579334106810111,0.6319656857574799,0.5914636290124108,0.5914636290124108,0.6342158000210948,0.6342158000210948,0.5826741201701648,0.5826741201701648,0.6283795661498436,0.6319656857574799,0.5056780227120908,0.49660724958689306,0.5044826495095454,0.4931617621207327,0.5106704637344865,0.503216960236262,0.498927679921246,0.5016700066800267,0.5039201209436417,0.5110220440881763,0.481770558661182,0.5185458636571388,0.5132721583517913,0.5013184263263368,0.4921070210596632,0.5083500334001336,0.4914038603522835,0.4880286889568611,0.49238828534261503,0.48423162113701085,0.5036388566606897,0.5023028513166684,0.5011074781141229,0.5932397608732735,0.6342158000210948
9,0.4623281651021341,0.6234925992335548,0.6128748725521218,0.6101325457933411,0.6075308511760363,0.6096403332981754,0.6080230636712021,0.5890377245719509,0.5708258622508174,0.6357275955419611,0.6357275955419611,0.6357275955419611,0.6357275955419611,0.4623281651021341,0.4623281651021341,0.4623281651021341,0.4623281651021341,0.4623281651021341,0.6256020813556938,0.6240551277994586,0.6117498154203143,0.5596456070034806,0.6066167422564427,0.5936082691699188,0.6064057940442288,0.4623281651021341,0.6357275955419611,0.6357275955419611,0.5938192173821327,0.5938192173821327,0.6137889814717153,0.6137889814717153,0.5813029567907745,0.6262349259923355,0.6357275955419611,0.5021270611398235,0.49368913265126746,0.5043771754034384,0.49256407551945997,0.494673557641599,0.4943922933586471,0.4896811166192033,0.5062053932426256,0.5054319164645079,0.49347818443905356,0.5209717680975987,0.48110255598917134,0.4837042506064761,0.49882220581513903,0.5000878950884224,0.5012832682909679,0.48405583096016597,0.5017051647153957,0.49235312730724606,0.48032907921105367,0.4960798790563583,0.5045881236156523,0.4991034700980909,0.5917097352599936,0.6357275955419611
