,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,average_model,optimal_clustering
0,0.4842314758113901,0.5370866503368035,0.5428276178812003,0.5250306184935701,0.5238824249846907,0.5238824249846907,0.5243799755052051,0.5112522963870177,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.4842314758113901,0.49119718309859156,0.5044014084507042,0.50593233312921,0.5053582363747704,0.5025260257195346,0.4942590324556032,0.5005358236374771,0.4842314758113901,0.5407608695652174,0.5432868952847519,0.5430189834660135,0.5431338028169014,0.5315753214941825,0.5315753214941825,0.5247627066748316,0.5088028169014085,0.4836573790569504,0.4993110838946724,0.4987369871402327,0.49540722596448256,0.5039421310471525,0.49827770973668095,0.49804807103490506,0.4990814451928965,0.49659369259032454,0.5026791181873852,0.498813533374158,0.49892835272504593,0.5006123698714023,0.5140760019051507,0.5432868952847519
1,0.5018753827311696,0.557103490508267,0.5501377832210655,0.5521662584200857,0.5520514390691978,0.5505970606246172,0.5476500306184936,0.5390768524188609,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5018753827311696,0.5335272504592774,0.5002679118187385,0.5134338640538886,0.4859154929577465,0.4822412737293325,0.49085272504592775,0.4932639314145744,0.5018753827311696,0.5626913655848133,0.5593998775260257,0.5586726883037355,0.5580220453153705,0.5395744029393754,0.5392682180036742,0.5456215554194733,0.49027862829148805,0.49150336803429273,0.4996555419473362,0.5064681567666871,0.4939911206368647,0.5034445805266381,0.4924601959583588,0.5012630128597673,0.5019902020820576,0.5086114513165952,0.5051668707899571,0.49540722596448256,0.498813533374158,0.5010333741579914,0.5259562609149259,0.5626913655848133
2,0.4805572565829761,0.5704608083282302,0.5687767911818739,0.5531230863441519,0.5547688303735456,0.5534675443968157,0.5517452541334966,0.5531230863441519,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.4805572565829761,0.5360915492957746,0.49980863441518675,0.5195192896509492,0.5173377219840783,0.5101041028781383,0.5006123698714023,0.5119794856093081,0.4805572565829761,0.5729102878138396,0.5737522963870177,0.5734843845682792,0.5731399265156154,0.5341778934476423,0.5341778934476423,0.5218539497856706,0.5064681567666871,0.47477801592161667,0.4996555419473362,0.49969381506429883,0.5100658297611758,0.4941824862216779,0.5039421310471525,0.5000765462339253,0.492115737905695,0.4914650949173301,0.5049755052051439,0.5011481935088794,0.5047075933864054,0.4982011635027557,0.5291811253997414,0.5737522963870177
3,0.47619412124923455,0.5423683404776485,0.5547688303735456,0.5375076546233926,0.5481858542559707,0.5473438456827924,0.5096448254745867,0.5437078995713411,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.47619412124923455,0.4849203919167177,0.5024494794856094,0.4910058175137783,0.5149647887323944,0.50853490508267,0.5120560318432333,0.5117498469075321,0.47619412124923455,0.5406843233312921,0.5538120024494795,0.5515156154317208,0.551706981016534,0.5512477036129823,0.5478413962033069,0.548147581139008,0.5039804041641152,0.477763319044703,0.49659369259032454,0.4982011635027557,0.5039421310471525,0.5068126148193509,0.49774188609920395,0.5007271892222903,0.49980863441518675,0.5071570728720147,0.49230710349050827,0.4994259032455603,0.5065064298836497,0.49892835272504593,0.5200253453085664,0.5547688303735456
4,0.5048606858542559,0.5582516840171463,0.5479179424372321,0.5510180649112064,0.5498315982853643,0.5476883037354562,0.5443585425597061,0.5370866503368035,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.5048606858542559,0.534216166564605,0.499349357011635,0.5147351500306185,0.5016840171463564,0.49050826699326394,0.493417023882425,0.49383802816901406,0.5048606858542559,0.5629210042865891,0.5556491120636865,0.5549219228413962,0.55396509491733,0.5349816289038579,0.5351347213717085,0.5417942437232088,0.49035517452541333,0.49441212492345377,0.5017988364972443,0.49624923453766073,0.4912354562155542,0.49674678505817516,0.49230710349050827,0.49785670545009186,0.49758879363135333,0.49448867115737904,0.5058557868952848,0.5032532149418248,0.501722290263319,0.5009568279240662,0.5262029098909073,0.5629210042865891
5,0.4893218003674219,0.546310471524801,0.5501377832210655,0.5292789344764237,0.5408756889161054,0.5430189834660135,0.543937538273117,0.5399954072259645,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.4893218003674219,0.5152327005511329,0.49372320881812615,0.5145055113288426,0.5017988364972443,0.49984690753214944,0.5044396815676668,0.5037124923453766,0.4893218003674219,0.5440906307409675,0.5487982241273729,0.54673147581139,0.5466932026944274,0.5466932026944274,0.5434399877526026,0.5434399877526026,0.48139926515615433,0.4894366197183099,0.5073867115737906,0.5004210042865891,0.49911971830985913,0.4987752602571953,0.49276638089406,0.4944503980404164,0.49911971830985913,0.49582823025107164,0.5104485609308022,0.49540722596448256,0.5013395590936925,0.4941059399877526,0.5212897756911842,0.5501377832210655
6,0.48350428658909983,0.562385180649112,0.5611604409063075,0.5631889161053276,0.5639161053276179,0.5627679118187385,0.5604332516840171,0.551706981016534,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.48350428658909983,0.5373545621555419,0.4990814451928965,0.5269060012247397,0.5165339865278629,0.5028704837721985,0.5037890385793019,0.5089176362522964,0.48350428658909983,0.5674372320881813,0.5687385180649112,0.5682409675443968,0.5674372320881813,0.5498315982853643,0.549984690753215,0.5586344151867728,0.4770361298224127,0.5048606858542559,0.5013395590936925,0.4926515615431721,0.4919243723208818,0.4939145744029394,0.4920774647887324,0.5015691977954685,0.49559859154929575,0.504324862216779,0.4914268218003674,0.4980097979179424,0.49919626454378446,0.5040186772810777,0.5321196502687623,0.5687385180649112
7,0.4910823637477036,0.5473055725658298,0.5505970606246172,0.5278245560318432,0.5394213104715248,0.5420238824249847,0.5427127985303123,0.5386941212492345,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.4910823637477036,0.519978567054501,0.4950244947948561,0.515653704837722,0.4853413962033068,0.501837109614207,0.5033680342927128,0.4999234537660747,0.4910823637477036,0.5438609920391917,0.5484154929577465,0.5459660134721371,0.5459277403551746,0.545545009185548,0.5422152480097979,0.5422152480097979,0.48063380281690143,0.4908144519289651,0.5069274341702388,0.5012630128597673,0.49892835272504593,0.4972443355786895,0.5042865890998163,0.5027556644213105,0.5013395590936925,0.49969381506429883,0.5073101653398653,0.5052434170238824,0.4942590324556032,0.5002679118187385,0.5207270191195482,0.5505970606246172
8,0.4905465401102266,0.541334966319657,0.5449326393141457,0.5243799755052051,0.5362829148805879,0.5375842008573178,0.5391151255358236,0.5350199020208206,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.4905465401102266,0.515003061849357,0.5020667483159829,0.5037890385793019,0.48587721984078386,0.49624923453766073,0.48817360685854255,0.496976423759951,0.4905465401102266,0.538426209430496,0.5443585425597061,0.5419090630740968,0.5418707899571341,0.5411818738518065,0.538311390079608,0.5387706674831598,0.48017452541334965,0.4908909981628904,0.5052434170238824,0.4941824862216779,0.5022963870177587,0.49808634415186775,0.4939145744029394,0.5049755052051439,0.5003061849357011,0.49085272504592775,0.49288120024494797,0.4965554194733619,0.5031766687078996,0.49785670545009186,0.5172172325417885,0.5449326393141457
9,0.4722137170851194,0.5479562155541947,0.5569121249234538,0.5414880587875076,0.5507118799755052,0.5503291488058788,0.5130894060012248,0.5476883037354562,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.4722137170851194,0.5171846295162278,0.5033297611757501,0.5236527862829149,0.5086879975505205,0.48480557256582973,0.5029853031230863,0.517375995101041,0.4722137170851194,0.544052357624005,0.5549601959583589,0.5545774647887324,0.5549219228413962,0.5547688303735456,0.5518218003674219,0.5517452541334966,0.5086879975505205,0.4725581751377832,0.4945269442743417,0.4997703612982241,0.505396509491733,0.5024494794856094,0.4967085119412125,0.5048606858542559,0.4941059399877526,0.5050137783221066,0.4920009185548071,0.49728260869565216,0.5038273116962645,0.49582823025107164,0.5223387426005307,0.5569121249234538
